Sample_ID,1p,1q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q,10p,10q,11p,11q,12p,12q,13p,13q,14p,14q,15p,15q,16p,16q,17p,17q,18p,18q,19p,19q,20p,20q,21p,21q,22p,22q,Xp,Xq
SCBO-3_2_Parental,-0.058,0.452,-0.065,-0.065,-0.036,-0.036,-0.08,-0.08,0.395,-0.036,-0.048,-0.049,-0.064,-0.062,-0.054,0.665,-0.098,-0.062,-0.026,-0.026,-0.082,-0.082,-0.04,-0.067,NA,-0.067,NA,-0.022,NA,-0.097,-0.116,-0.116,-0.013,-0.013,-0.042,-0.042,-0.136,0.215,0.429,0.404,NA,0.005,NA,-0.884,-0.072,-0.046
SCBO-3_2_Xenograft,0.066,0.417,0.027,-0.127,0.085,0.089,0.015,-0.447,0.297,-0.317,0.056,0.046,0.05,0.05,-0.239,0.492,-0.751,-0.814,-0.013,0.083,-0.922,0.592,0.019,0.058,NA,0.052,NA,0.077,NA,0.017,-0.018,-0.018,0.057,0.057,0.116,0.07,-0.043,0.335,0.602,0.572,NA,0.095,NA,-0.83,0.01,0.01
SCBO-3_Organoid_P1,-0.017,0.414,-0.038,-0.038,-0.033,-0.033,-0.04,-0.04,0.3,-0.024,-0.057,-0.041,-0.024,-0.024,-0.046,0.622,-0.219,-0.217,-0.046,-0.046,-0.187,0.109,-0.037,-0.039,NA,-0.03,NA,-0.026,NA,-0.044,-0.064,-0.064,-0.051,-0.051,-0.059,-0.059,-0.057,0.348,0.266,0.527,NA,-0.003,NA,-0.865,-0.086,-0.086
SCBO-3_Organoid_P14,-0.072,0.262,0.582,-0.052,-0.046,-0.046,-0.052,-0.052,0.478,-0.067,-0.094,-0.094,-0.047,-0.04,-0.41,0.64,-0.412,-0.439,-0.062,-0.062,-0.442,0.224,-0.084,-0.084,NA,-0.087,NA,0.062,NA,-0.058,-0.098,-0.098,-0.081,-0.081,-0.041,-0.041,-0.14,0.681,0.485,0.485,NA,-0.085,NA,-0.973,-0.1,-0.1
SCBO-3_Organoid_P4,-0.025,0.473,0.067,0.047,0.029,0.029,-0.003,0.059,0.471,-0.02,-0.014,0.04,0.028,0.028,0.001,0.776,-0.109,-0.169,-0.036,-0.036,-0.098,0.063,-0.032,-0.032,NA,0.023,NA,-0.026,NA,-0.048,-0.071,-0.071,-0.003,-0.003,0.06,0.06,-0.143,0.34,0.419,0.46,NA,-0.052,NA,-0.93,-0.015,-0.015
SCBO-3_Organoid_P8,-0.057,0.426,0.296,-0.032,-0.05,-0.05,-0.064,-0.064,0.322,-0.057,-0.086,-0.086,-0.044,-0.045,-0.322,0.717,-0.26,-0.25,-0.062,-0.062,-0.256,0.111,-0.06,-0.06,NA,-0.045,NA,-0.05,NA,-0.055,-0.086,-0.086,-0.067,-0.092,-0.009,-0.009,-0.092,0.387,0.502,0.502,NA,-0.007,NA,-0.653,0.001,0.001
SCBO-3_Parental,0.054,0.49,-0.017,-0.437,0.032,0.041,-0.028,-0.028,0.465,0.028,0.019,0.026,0.004,0.004,-0.3,0.444,-0.679,-0.815,-0.001,0.003,-0.799,0.539,0.057,0.008,NA,-0.025,NA,0.041,NA,-0.016,-0.065,-0.065,0.017,0.018,0.007,0.007,-0.09,0.306,0.505,0.505,NA,0.04,NA,-0.798,0.049,0.049
SCBO-3_Xenograft,0.046,-0.003,-0.021,-0.021,0.054,0.026,-0.037,-0.037,0.351,0.011,0.052,-0.014,-0.024,-0.024,-0.328,0.477,-0.585,-0.852,-0.077,0.035,-1.0,0.555,-0.035,0.021,NA,-0.048,NA,0.013,NA,0.015,-0.042,-0.042,0.025,0.015,-0.002,-0.002,-0.031,0.388,0.543,0.543,NA,0.04,NA,-0.776,-0.017,-0.017
SCBO-3_XenoOrganoid_P0,0.007,0.026,0.0,0.0,-0.004,-0.004,0.001,0.001,0.538,-0.0,-0.014,-0.001,0.007,0.007,-0.326,0.474,-0.849,-0.888,-0.012,-0.012,-0.897,0.563,-0.011,-0.019,NA,0.002,NA,0.016,NA,-0.026,-0.035,-0.035,-0.009,-0.009,-0.006,-0.006,-0.015,0.372,0.409,0.576,NA,0.031,NA,-0.883,-0.035,-0.035
SCBO-3_XenoOrganoid_P2,0.045,0.443,0.049,-0.123,0.036,0.036,0.024,-0.562,0.524,-0.017,-0.021,0.004,0.028,0.028,-0.175,0.485,-0.759,-0.938,0.026,0.026,-0.872,0.565,0.02,0.02,NA,0.043,NA,0.033,NA,0.01,0.02,0.02,0.032,0.032,0.078,0.03,0.014,0.356,0.323,0.599,NA,0.014,NA,-0.789,-0.042,-0.042
SCBO-4_Organoid_P1,0.486,-0.119,0.223,-0.543,0.248,0.584,-0.12,-0.101,-0.493,-0.463,0.147,-0.172,0.184,0.184,-0.345,0.485,-0.57,-0.189,-0.068,0.076,-0.512,-0.359,-0.054,-0.196,NA,0.112,NA,0.236,NA,0.218,0.164,0.164,-0.179,-0.126,0.266,0.266,0.065,0.153,0.2,0.2,NA,0.228,NA,-0.528,-0.173,-0.124
SCBO-4_Organoid_P10,0.558,-0.124,0.27,-0.439,0.242,0.548,-0.138,-0.131,-0.537,-0.522,0.096,-0.218,0.204,0.204,-0.365,0.368,-0.386,-0.128,-0.14,0.053,-0.366,-0.296,-0.109,-0.109,NA,-0.125,NA,0.148,NA,0.192,-0.066,0.339,-0.167,-0.167,0.348,0.387,0.01,-0.174,0.234,0.234,NA,-0.13,NA,-0.65,-0.289,-0.294
SCBO-4_Organoid_P13,0.583,-0.097,0.32,-0.46,0.152,0.425,-0.047,-0.072,-0.482,-0.487,0.064,-0.296,0.189,0.189,-0.325,0.456,-0.585,-0.073,-0.189,0.005,-0.447,-0.291,-0.034,-0.034,NA,-0.117,NA,0.14,NA,0.208,-0.065,0.502,-0.155,-0.155,0.458,0.458,0.006,-0.191,0.218,0.218,NA,-0.041,NA,-0.509,-0.289,-0.116
SCBO-4_Parental,0.272,0.049,0.181,-0.354,0.252,0.378,-0.259,-0.135,-0.316,-0.333,0.141,-0.213,0.135,0.135,-0.177,0.273,-0.492,-0.171,-0.099,0.173,-0.492,-0.192,-0.038,-0.104,NA,0.05,NA,0.245,NA,0.136,0.098,0.098,-0.022,-0.072,0.181,0.181,0.055,0.109,0.127,0.127,NA,0.174,NA,-0.354,-0.187,-0.202
SCBO-5_Organoid_P1,0.158,0.282,0.101,-0.231,-0.082,0.403,0.104,0.076,0.405,-0.204,-0.324,-0.155,0.104,0.104,-0.228,0.098,-0.169,-0.169,0.036,-0.519,-0.253,-0.253,-0.243,-0.243,NA,-0.065,NA,-0.215,NA,-0.208,-0.104,-0.355,0.3,0.367,0.054,0.054,-0.304,0.078,0.337,0.608,NA,0.061,NA,-0.277,0.038,0.038
SCBO-5_Organoid_P10,0.045,0.259,0.116,-0.175,-0.144,0.461,0.151,-0.191,0.527,-0.121,-0.18,0.001,0.224,0.224,-0.526,-0.016,-0.182,-0.182,-0.049,-0.525,-0.024,-0.024,-0.231,-0.231,NA,-0.15,NA,-0.151,NA,-0.177,0.136,-0.729,0.243,-0.038,0.168,0.168,-0.235,0.182,0.321,0.658,NA,0.176,NA,-0.369,0.161,0.161
SCBO-5_Organoid_P15,0.043,0.238,0.211,-0.112,-0.143,0.507,-0.132,-0.139,0.762,-0.151,-0.178,0.024,0.182,0.182,-0.514,0.033,-0.205,-0.205,-0.089,-0.641,-0.064,-0.064,-0.231,-0.231,NA,-0.456,NA,-0.19,NA,-0.183,0.105,-0.733,0.318,0.017,0.197,0.197,-0.262,0.247,0.272,0.517,NA,-0.106,NA,-0.191,0.094,0.07
SCBO-5_Organoid_P6,0.11,0.304,0.115,-0.185,-0.156,0.432,0.021,-0.071,0.469,-0.128,-0.229,-0.05,0.18,0.176,-0.291,0.041,-0.202,-0.202,-0.044,-0.615,-0.059,-0.059,-0.23,-0.23,NA,-0.131,NA,-0.218,NA,-0.202,0.153,-0.578,0.221,0.031,0.142,0.142,-0.24,0.174,0.338,0.584,NA,-0.007,NA,-0.236,0.054,0.128
SCBO-5_Parental,0.169,0.374,0.132,-0.529,0.471,0.389,-0.079,-0.079,-0.112,-0.138,-0.424,-0.16,-0.08,-0.08,-0.415,-0.048,0.519,0.058,0.207,-0.288,0.029,-0.584,-0.149,-0.148,NA,-0.315,NA,0.072,NA,0.142,-0.27,-0.498,0.052,0.455,0.27,-0.062,-0.175,-0.15,0.423,0.555,NA,0.518,NA,-0.25,0.465,0.533
SCBO-5_Xenograft,0.316,0.44,0.164,-0.195,-0.179,0.424,0.132,0.132,0.458,-0.17,-0.131,0.058,0.175,0.175,-0.28,0.126,-0.173,-0.166,0.071,-0.628,-0.126,-0.197,-0.13,-0.154,NA,-0.319,NA,-0.424,NA,-0.192,0.157,-0.423,0.358,0.187,-0.048,-0.048,-0.189,0.191,0.298,0.298,NA,-0.038,NA,-0.241,0.147,0.147
SCBO-5_XenoOrganoid_P2,0.225,0.418,0.164,-0.232,-0.163,0.442,0.122,0.107,0.479,-0.183,-0.25,-0.056,0.144,0.144,-0.397,-0.063,-0.256,-0.261,0.088,-0.616,-0.19,-0.19,-0.2,-0.2,NA,-0.265,NA,-0.365,NA,-0.196,0.216,-0.673,0.416,0.231,0.158,-0.066,-0.249,0.207,0.267,0.267,NA,-0.142,NA,-0.2,0.156,0.156
SCBO-6_Organoid_P1,0.121,0.006,0.34,0.34,-0.066,0.406,-0.226,-0.293,0.667,-0.311,-0.031,-0.514,0.457,0.504,-0.547,0.048,-0.312,-0.176,-0.286,-0.322,-0.041,0.066,0.088,0.273,NA,-0.038,NA,0.355,NA,-0.32,0.037,0.037,-0.71,0.06,0.012,-0.497,-0.828,0.368,0.171,0.231,NA,0.056,NA,0.029,-0.01,0.002
SCBO-6_Organoid_P15,-0.082,-0.148,0.362,0.117,-0.261,0.283,-0.191,-0.254,0.718,-0.119,-0.296,-0.645,0.501,0.501,-0.74,0.061,-0.252,-0.14,-0.428,-0.28,-0.172,-0.045,0.487,0.487,NA,-0.106,NA,0.166,NA,-0.31,0.091,0.091,-0.868,0.135,0.087,-0.583,-0.891,0.462,0.191,0.237,NA,0.111,NA,-0.306,-0.099,-0.088
SCBO-6_Organoid_P9,0.174,0.055,0.284,0.131,-0.238,0.422,-0.076,-0.227,0.582,-0.113,-0.337,-0.628,0.533,0.533,-0.492,0.065,-0.273,-0.131,-0.299,-0.265,-0.136,0.001,0.398,0.577,NA,0.058,NA,0.109,NA,-0.299,0.094,0.094,-0.642,0.126,0.11,-0.442,-0.88,0.409,0.122,0.124,NA,0.078,NA,-0.286,0.061,0.074
SCBO-6_Parental,0.172,-0.036,0.105,0.105,-0.148,0.392,-0.074,-0.146,0.438,-0.196,0.071,-0.343,0.347,0.347,-0.373,0.009,-0.184,-0.186,-0.092,-0.139,0.09,0.164,0.103,0.071,NA,0.102,NA,0.11,NA,-0.228,0.043,0.043,-0.504,0.102,0.072,-0.329,0.002,0.367,-0.083,-0.034,NA,0.107,NA,0.083,0.008,0.014
SCBO-6_Xenograft,-0.06,-0.184,0.289,0.141,-0.156,0.46,-0.032,-0.198,0.569,-0.093,-0.083,-0.531,0.596,0.513,-0.571,0.119,-0.237,-0.068,-0.189,-0.211,-0.014,0.006,0.53,0.53,NA,0.12,NA,0.177,NA,-0.258,0.097,0.097,-0.733,0.143,0.053,-0.565,-0.916,0.356,0.145,0.124,NA,0.239,NA,-0.248,0.057,0.071
SCBO-7_2_Organoid_P1,0.014,0.014,-0.006,-0.006,0.0,-0.016,-0.027,-0.027,-0.014,-0.014,0.006,0.006,-0.023,-0.023,-0.018,-0.018,-0.444,-0.024,-0.023,-0.023,-0.013,-0.273,-0.014,-0.014,NA,-0.01,NA,0.014,NA,-0.022,-0.025,-0.025,0.019,0.019,-0.023,-0.023,-0.03,-0.03,-0.02,-0.02,NA,-0.002,NA,-0.013,-0.142,-0.114
SCBO-7_2_Organoid_P9,-0.024,-0.024,-0.003,-0.003,-0.014,-0.022,-0.005,-0.005,-0.003,-0.003,-0.021,-0.021,0.002,0.002,-0.024,-0.024,-0.654,-0.045,-0.027,-0.027,-0.055,-0.544,-0.035,-0.035,NA,0.01,NA,-0.031,NA,-0.028,-0.048,-0.048,-0.058,0.205,0.011,0.011,-0.072,-0.072,0.021,0.021,NA,-0.032,NA,-0.048,-0.086,-0.086
SCBO-7_2_Parental,0.034,0.033,-0.034,-0.056,-0.033,-0.041,-0.043,-0.048,-0.071,-0.071,-0.047,-0.047,-0.11,-0.074,-0.07,-0.07,-0.229,0.0,-0.052,-0.052,0.018,-0.252,-0.034,0.056,NA,-0.07,NA,-0.044,NA,0.019,0.05,0.05,0.038,-0.023,-0.037,-0.037,0.067,0.067,-0.048,-0.048,NA,0.016,NA,0.04,-0.017,-0.034
SCBO-7_2_Xenograft,0.013,0.151,0.005,-0.016,0.029,0.033,0.063,-0.004,-0.05,-0.05,-0.03,-0.03,-0.013,-0.021,-0.068,-0.068,-0.693,-0.016,-0.031,-0.031,0.073,-0.501,-0.13,0.091,NA,-0.06,NA,-0.007,NA,0.018,0.044,0.044,0.009,-0.037,-0.022,-0.022,0.013,0.014,-0.024,-0.024,NA,-0.01,NA,0.019,-0.003,-0.003
SCBO-7_2_XenoOrganoid_P1,-0.014,0.132,-0.009,-0.009,-0.004,-0.02,-0.016,-0.016,-0.022,-0.022,0.008,0.008,-0.006,-0.006,-0.023,-0.023,-0.672,-0.052,-0.01,-0.01,-0.048,-0.441,-0.042,-0.042,NA,-0.001,NA,-0.021,NA,-0.04,-0.051,-0.051,-0.03,-0.03,0.024,0.024,-0.07,-0.07,0.022,0.022,NA,-0.035,NA,-0.06,-0.073,-0.073
SCBO-7_Organoid_P0,-0.006,0.238,-0.001,-0.001,0.009,0.009,0.012,0.012,0.016,0.016,-0.011,-0.01,0.013,0.013,-0.004,-0.004,-0.296,0.01,-0.016,-0.016,-0.011,-0.124,-0.018,-0.018,NA,-0.004,NA,-0.089,NA,-0.024,-0.026,-0.026,0.032,0.032,-0.006,-0.006,-0.04,-0.04,-0.014,-0.014,NA,0.02,NA,-0.051,-0.065,-0.065
SCBO-7_Organoid_P11,-0.05,0.108,-0.018,-0.018,-0.032,-0.032,-0.118,-0.118,-0.041,-0.033,-0.136,-0.136,0.018,0.024,0.009,0.009,-0.666,0.041,-0.059,-0.059,-0.167,-0.224,-0.051,-0.056,NA,-0.272,NA,-0.059,NA,-0.041,0.207,0.191,-0.145,0.137,-0.025,-0.025,-0.103,-0.383,-0.08,-0.08,NA,-0.052,NA,-0.195,-0.039,-0.056
SCBO-7_Organoid_P20,-0.063,0.247,-0.013,-0.013,0.021,0.0,-0.066,-0.066,-0.09,-0.09,-0.153,-0.153,0.027,0.027,0.229,0.229,-0.646,0.002,-0.277,-0.277,-0.205,-0.211,-0.095,-0.095,NA,-0.314,NA,-0.081,NA,-0.019,0.199,0.199,-0.386,0.279,-0.042,-0.042,-0.079,-0.401,0.028,0.028,NA,-0.037,NA,-0.788,-0.132,-0.042
SCBO-7_Organoid_P7,-0.055,0.03,-0.016,-0.016,-0.02,-0.02,-0.096,-0.096,-0.039,-0.039,-0.057,-0.057,0.039,0.046,0.011,0.011,-0.653,0.036,-0.032,-0.032,-0.092,-0.226,-0.071,-0.071,NA,-0.22,NA,-0.05,NA,-0.094,0.068,0.068,0.018,0.018,-0.031,-0.031,-0.125,-0.125,-0.077,-0.077,NA,-0.081,NA,-0.215,-0.018,-0.097
SCBO-7_Parental,-0.006,0.211,-0.015,-0.015,0.026,0.042,0.002,0.002,-0.023,-0.023,0.029,0.008,-0.004,-0.002,-0.022,-0.022,-0.388,-0.01,-0.015,-0.031,-0.025,-0.098,0.01,0.01,NA,-0.037,NA,-0.008,NA,-0.038,-0.026,-0.026,-0.001,-0.001,0.007,0.007,0.016,0.028,-0.065,-0.065,NA,0.001,NA,-0.013,0.03,0.03
SCBO-7_Xenograft,0.023,0.163,-0.001,0.012,0.025,0.017,-0.046,-0.046,-0.016,-0.016,0.02,-0.004,-0.057,-0.024,-0.025,-0.025,-0.431,-0.06,0.02,0.035,-0.026,-0.136,0.025,0.026,NA,-0.035,NA,-0.026,NA,0.051,0.038,0.069,0.063,0.056,-0.013,-0.013,0.024,0.026,0.048,0.022,NA,0.032,NA,0.062,-0.013,-0.013
SCBO-7_XenoOrganoid_P3,-0.034,0.049,-0.011,-0.011,-0.013,-0.013,-0.053,-0.053,-0.043,-0.043,-0.016,-0.016,-0.001,0.006,-0.015,-0.015,-0.698,-0.048,-0.025,-0.025,-0.026,-0.18,-0.031,-0.031,NA,-0.027,NA,-0.045,NA,-0.034,-0.067,-0.015,-0.027,-0.027,-0.014,-0.014,-0.096,-0.096,-0.03,-0.03,NA,-0.046,NA,-0.033,-0.083,-0.083
SCBO-8_Organoid_P11,0.081,-0.028,0.032,0.016,0.126,0.137,-0.155,-0.409,0.059,-0.017,-0.502,-0.1,-0.103,0.244,-0.871,0.514,-0.167,-0.167,0.176,-0.559,-0.73,0.241,0.209,0.209,NA,-0.157,NA,-0.39,NA,-0.174,0.121,0.121,-0.6,0.242,0.039,0.039,-0.375,0.167,0.186,0.186,NA,0.133,NA,-0.703,0.023,0.035
SCBO-8_Organoid_P15,0.149,-0.075,0.016,0.016,0.018,0.247,-0.438,-0.405,0.251,-0.094,-0.396,-0.064,-0.117,0.276,-1.163,0.555,-0.142,-0.142,0.201,-0.546,-0.716,0.274,0.126,0.159,NA,-0.136,NA,-0.214,NA,-0.164,0.036,0.036,-0.6,0.237,0.012,0.012,-0.424,0.195,0.207,0.207,NA,0.195,NA,-0.698,0.072,0.085
SCBO-8_Organoid_P19,0.216,-0.09,0.011,0.011,-0.071,0.22,-0.305,-0.463,0.28,-0.091,-0.289,-0.05,-0.114,0.226,-1.406,0.558,-0.147,-0.147,0.149,-0.549,-0.777,0.302,0.04,0.078,NA,-0.091,NA,-0.117,NA,-0.127,-0.124,-0.018,-0.557,0.252,-0.005,-0.005,-0.363,0.259,0.242,0.242,NA,0.244,NA,-0.682,0.04,0.051
SCBO-8_Organoid_P3,0.072,-0.092,0.211,-0.109,0.146,0.155,-0.257,-0.471,0.007,-0.059,-0.255,-0.212,0.111,0.111,-0.645,0.533,-0.264,-0.264,0.222,-0.368,-0.8,0.17,0.138,0.138,NA,-0.067,NA,-0.515,NA,-0.194,0.024,0.169,-0.616,0.174,-0.012,-0.008,-0.11,-0.113,0.113,0.113,NA,0.053,NA,-0.441,0.041,0.058
SCBO-8_Organoid_P7,0.07,-0.055,0.174,-0.114,0.13,0.13,-0.419,-0.517,-0.018,-0.077,-0.197,-0.208,-0.08,0.186,-0.81,0.49,-0.193,-0.208,0.158,-0.592,-0.763,0.2,0.192,0.192,NA,-0.162,NA,-0.462,NA,-0.195,0.231,0.231,-0.495,0.246,-0.008,-0.008,-0.218,0.012,0.161,0.161,NA,0.054,NA,-0.542,-0.044,0.054
SCBO-8_Parental,0.022,-0.043,0.114,0.027,-0.084,-0.084,-0.27,-0.26,-0.143,-0.113,-0.125,-0.174,0.011,0.011,-0.365,0.129,-0.13,-0.13,0.129,-0.17,-0.027,-0.027,0.069,0.069,NA,0.038,NA,-0.297,NA,-0.026,0.13,0.13,0.015,0.045,-0.062,-0.062,0.182,0.207,-0.009,-0.009,NA,0.079,NA,-0.11,0.028,0.028
SCBO-8_Xenograft,0.201,-0.106,0.232,0.035,0.237,0.238,-0.143,-0.579,-0.125,-0.125,-0.499,-0.182,-0.208,0.185,-1.111,0.399,-0.129,-0.129,0.316,-0.573,-0.648,0.229,0.24,0.24,NA,-0.188,NA,-0.649,NA,-0.616,-0.099,0.084,-0.04,-0.087,-0.119,-0.119,-0.16,0.367,0.26,0.26,NA,0.264,NA,-0.572,-0.684,-0.275
SCBO-9_Organoid_P0,0.051,0.051,0.054,0.054,0.038,0.31,0.064,0.063,0.052,0.052,0.022,0.047,0.053,0.053,-0.117,0.024,-0.463,-0.44,-0.049,-0.049,0.099,-0.078,0.032,0.032,NA,0.03,NA,-0.27,NA,0.026,0.01,0.01,0.02,0.02,0.021,0.021,0.066,0.066,0.036,0.036,NA,0.059,NA,0.033,0.134,-0.516
SCBO-9_Organoid_P13,0.064,0.064,0.041,0.041,-0.048,0.349,-0.1,-0.101,0.035,0.035,-0.062,-0.054,0.047,0.047,-0.078,-0.055,-0.779,0.022,-0.051,-0.051,0.061,-0.172,-0.028,-0.028,NA,-0.066,NA,-0.425,NA,-0.02,-0.032,-0.032,0.001,0.001,0.009,0.009,-0.06,-0.06,0.002,0.002,NA,0.001,NA,-0.04,0.2,-0.556
SCBO-9_Organoid_P17,-0.031,0.333,0.167,0.005,-0.009,0.381,-0.013,-0.014,-0.007,-0.007,-0.02,-0.017,-0.019,-0.019,-0.011,-0.016,-0.78,-0.025,-0.064,-0.126,-0.005,-0.313,-0.02,-0.02,NA,-0.01,NA,-0.396,NA,-0.028,-0.031,-0.031,-0.017,-0.017,-0.009,-0.009,-0.028,-0.028,-0.038,-0.038,NA,0.006,NA,-0.013,0.25,-0.515
SCBO-9_Organoid_P5,0.047,0.047,0.043,0.043,-0.007,0.345,0.028,0.028,0.046,0.241,-0.023,-0.058,0.037,0.037,-0.031,-0.033,-0.735,-0.041,-0.009,-0.009,0.051,0.032,0.001,0.001,NA,0.002,NA,-0.264,NA,-0.011,-0.032,-0.032,0.007,0.007,-0.032,0.177,-0.043,-0.043,0.097,0.097,NA,0.022,NA,-0.006,0.209,-0.487
SCBO-9_Organoid_P9,-0.032,0.208,0.016,0.016,-0.052,0.434,-0.045,-0.045,-0.022,0.191,-0.058,-0.1,0.021,0.021,-0.052,-0.055,-0.831,0.02,-0.036,-0.036,0.044,-0.009,-0.046,-0.088,NA,-0.064,NA,-0.469,NA,-0.031,-0.067,-0.067,-0.037,-0.037,-0.061,0.196,-0.081,-0.081,-0.003,-0.003,NA,-0.046,NA,-0.048,0.103,-0.56
SCBO-9_Parental,0.004,-0.015,0.026,-0.043,0.15,0.15,-0.079,-0.048,-0.022,-0.026,0.028,-0.038,-0.051,-0.069,-0.048,-0.034,-0.528,-0.526,-0.181,-0.201,0.067,-0.067,0.061,0.072,NA,-0.007,NA,-0.23,NA,0.014,0.087,0.087,0.035,-0.018,-0.068,-0.068,0.115,0.129,0.069,0.056,NA,0.094,NA,0.069,0.056,-0.272
SCBO-9_Xenograft,-0.068,0.05,0.036,0.016,0.054,0.378,0.026,-0.063,-0.013,0.023,0.07,0.059,0.01,0.003,-0.008,0.057,-0.258,0.017,0.065,0.026,0.168,0.03,0.064,0.064,NA,-0.009,NA,-0.292,NA,0.065,0.026,0.036,0.089,0.08,0.006,0.006,0.066,0.06,-0.03,0.063,NA,0.049,NA,0.104,0.139,-0.55
SMBO-1_Organoid_P0,0.053,0.022,0.054,0.054,0.061,0.057,0.052,0.052,0.046,0.046,0.067,0.067,0.042,0.042,0.012,0.012,0.022,0.008,-0.057,0.014,0.027,-0.055,0.03,0.03,NA,0.044,NA,0.039,NA,0.021,0.017,0.017,0.06,0.311,0.043,0.043,-0.021,-0.021,0.014,0.014,NA,0.014,NA,0.017,-0.041,-0.033
SMBO-1_Organoid_P4,-0.008,-0.008,0.039,0.039,-0.0,-0.0,-0.003,-0.003,0.003,0.003,-0.006,-0.006,0.008,0.012,-0.01,-0.01,-0.029,-0.004,-0.084,-0.012,0.0,-0.18,0.018,0.018,NA,-0.002,NA,0.0,NA,-0.008,-0.01,-0.01,0.0,0.283,-0.009,-0.009,-0.018,-0.018,-0.035,-0.035,NA,-0.019,NA,0.019,-0.056,-0.056
SMBO-1_Organoid_P8,-0.011,-0.011,0.089,0.089,0.009,0.009,0.003,0.003,0.003,0.003,-0.003,-0.003,0.003,0.008,-0.014,-0.014,-0.011,-0.005,-0.095,-0.01,-0.005,-0.179,0.008,0.008,NA,-0.011,NA,0.0,NA,-0.011,-0.016,-0.016,-0.008,0.271,-0.011,-0.011,-0.038,-0.038,-0.038,-0.038,NA,0.017,NA,0.005,-0.032,-0.032
SMBO-1_XenoOrganoid_P0,-0.003,-0.003,0.004,0.004,0.017,0.019,-0.008,-0.008,0.006,0.006,-0.009,0.003,0.018,0.023,0.002,0.002,-0.028,0.002,-0.098,-0.02,0.005,-0.173,0.004,0.004,NA,0.002,NA,-0.005,NA,-0.007,-0.001,-0.001,0.009,0.282,-0.004,-0.004,-0.021,-0.021,-0.034,-0.034,NA,-0.001,NA,0.029,-0.056,-0.056
SMBO-1_Xenograft_1,0.052,0.02,0.04,0.04,0.084,0.07,0.008,0.008,0.017,0.017,0.041,0.039,0.013,0.015,0.029,0.029,-0.047,0.012,-0.05,0.017,0.06,-0.098,0.068,0.072,NA,0.021,NA,0.02,NA,0.06,0.062,0.062,0.103,0.35,0.038,0.038,0.07,0.059,0.041,0.032,NA,-0.022,NA,0.104,0.065,0.065
SMBO-1_Xenograft_2,0.055,0.055,0.043,0.043,0.067,0.08,0.06,0.06,0.079,0.09,0.1,0.1,0.056,0.056,0.031,0.031,0.008,0.028,-0.045,0.031,0.032,-0.059,0.051,0.035,NA,0.042,NA,0.069,NA,0.004,-0.004,-0.004,0.066,0.332,0.048,0.055,-0.029,-0.072,-0.002,-0.002,NA,0.024,NA,0.031,0.06,0.06
SMBO-2_Organoid_P10,-0.035,-0.033,-0.034,-0.033,-0.013,-0.013,-0.048,-0.048,-0.036,-0.036,-0.042,-0.042,0.182,0.186,0.424,0.424,-0.02,-0.002,-0.019,-0.019,-0.035,-0.035,-0.033,-0.033,NA,-0.047,NA,-0.037,NA,-0.028,-0.023,-0.023,-0.023,-0.023,0.158,0.158,-0.055,-0.055,-0.042,-0.042,NA,-0.025,NA,-0.003,-0.025,-0.079
SMBO-2_Organoid_P2,-0.046,-0.044,-0.046,-0.047,-0.018,-0.018,-0.067,-0.067,-0.048,-0.048,-0.046,-0.057,0.353,0.352,0.425,0.425,-0.046,-0.046,-0.049,-0.049,-0.044,-0.044,-0.044,-0.044,NA,-0.069,NA,-0.058,NA,-0.043,-0.036,-0.036,-0.023,-0.023,0.314,0.314,-0.048,-0.048,-0.066,-0.066,NA,-0.036,NA,-0.009,-0.021,-0.094
SMBO-2_Organoid_P6,-0.045,-0.037,-0.048,-0.052,-0.016,-0.016,-0.079,-0.079,-0.046,-0.046,-0.057,-0.057,0.393,0.391,0.452,0.452,-0.062,-0.042,-0.036,-0.036,-0.034,-0.034,-0.036,-0.036,NA,-0.075,NA,-0.049,NA,-0.035,-0.03,-0.038,-0.02,-0.02,0.324,0.324,-0.025,-0.025,-0.061,-0.061,NA,-0.052,NA,0.005,-0.052,-0.114
SMBO-2_Xenograft,-0.034,-0.064,-0.013,-0.026,0.033,-0.021,-0.028,-0.035,-0.039,-0.039,-0.111,-0.036,-0.022,-0.022,0.396,0.396,-0.006,-0.006,-0.022,-0.006,-0.008,-0.008,-0.025,0.038,NA,-0.034,NA,-0.064,NA,-0.027,0.072,0.072,0.0,0.0,-0.03,-0.03,0.121,0.137,-0.02,-0.02,NA,-0.024,NA,0.08,-0.057,-0.057
SMBO-3_Organoid_P4,0.196,-0.109,0.133,0.133,-0.28,-0.263,-0.265,-0.271,0.001,-0.004,-0.287,-0.229,0.605,0.605,0.488,0.642,-0.283,-0.151,-0.232,-0.284,-0.039,-0.039,-0.258,-0.27,NA,-0.235,NA,0.4,NA,0.032,-0.15,-0.15,-0.272,-0.07,-0.253,-0.253,0.127,0.127,0.324,0.324,NA,0.473,NA,-0.128,0.482,0.202
