Sample_ID,1p,1q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q,10p,10q,11p,11q,12p,12q,13p,13q,14p,14q,15p,15q,16p,16q,17p,17q,18p,18q,19p,19q,20p,20q,21p,21q,22p,22q,Xp,Xq
IRE-BLC-15-TC-Tissue-D-GB-210324,0.035,0.178,0.238,0.018,-0.095,0.314,-0.055,0.126,1.075,-0.227,0.564,0.176,0.211,0.495,-0.145,0.326,0.512,0.079,0.139,-0.025,0.091,-0.233,-0.039,0.052,NA,0.192,NA,-0.099,NA,-0.022,0.047,-0.019,-0.072,0.534,0.603,-0.019,0.191,0.181,0.179,0.509,1.721,0.019,NA,-0.091,-0.736,-0.271
IRE-BLC-15-TP-ORG-D-GB-280524,0.007,0.182,0.174,0.056,-0.071,0.366,-0.079,0.16,1.068,-0.171,0.59,0.156,0.129,0.46,-0.219,0.33,0.542,0.118,0.091,0.027,0.055,-0.248,-0.015,0.082,NA,0.2,NA,-0.085,NA,-0.019,0.044,-0.073,-0.061,0.46,0.541,-0.053,0.161,0.054,0.18,0.265,-0.011,-0.011,NA,-0.057,-0.859,-0.228
IRE-BLC-15-TP-Tissue-D-GB-280524,-0.033,0.273,0.218,0.043,-0.066,0.42,-0.114,0.172,1.237,-0.224,0.677,0.175,0.036,0.501,-0.361,0.384,0.675,0.159,0.082,0.022,0.032,-0.427,-0.051,0.125,NA,0.265,NA,-0.103,NA,-0.04,-0.036,-0.128,-0.016,0.649,0.594,-0.141,0.224,-0.014,0.138,0.339,-0.042,-0.042,NA,-0.084,-0.829,-0.241
IRE-BLC-17-TC-ORG-D-GB-231123,0.048,0.684,0.091,0.061,-0.012,0.036,0.063,0.073,0.058,0.038,0.109,0.052,0.582,0.638,0.112,0.057,-0.706,-0.811,0.044,0.064,-0.828,-0.582,0.051,0.011,NA,0.074,NA,0.053,NA,0.132,0.276,0.01,-0.69,0.581,0.074,0.031,0.15,0.085,0.563,0.54,1.281,0.098,NA,0.092,-0.594,-0.605
IRE-BLC-17-TC-Tissue-D-GB-231123,0.062,0.696,0.084,0.091,0.011,0.069,0.069,0.103,0.098,0.072,0.213,0.072,0.616,0.643,0.081,0.031,-0.778,-0.855,0.068,0.057,-0.813,-0.512,0.095,0.031,NA,0.076,NA,0.053,NA,0.119,0.147,0.043,-0.789,0.616,0.08,0.066,0.08,0.117,0.601,0.57,0.102,0.102,NA,0.057,-0.513,-0.576
IRE-BLC-17-TP-ORG-D-GB-280524,0.046,0.702,0.095,0.067,-0.022,0.044,0.09,0.083,0.107,0.041,0.125,0.049,0.594,0.649,0.092,0.048,-0.722,-0.824,0.052,0.033,-0.821,-0.608,0.058,0.009,NA,0.084,NA,0.042,NA,0.144,0.256,0.006,-0.753,0.579,0.089,0.064,0.16,0.124,0.581,0.55,1.318,0.102,NA,0.101,-0.546,-0.569
IRE-BLC-17-TP-Tissue-D-GB-280524,0.061,0.709,0.094,0.089,-0.004,0.062,0.083,0.114,0.103,0.077,0.13,0.08,0.619,0.663,0.083,0.038,-0.792,-0.861,0.066,0.06,-0.81,-0.57,0.093,0.029,NA,0.091,NA,0.048,NA,0.154,0.167,0.047,-0.794,0.628,0.123,0.065,0.076,0.126,0.623,0.597,1.274,0.108,NA,0.09,-0.533,-0.555
IRE-BLC-32-TC-D-GB,0.148,0.045,0.152,0.096,0.132,0.152,0.112,0.171,0.168,0.208,0.189,0.138,0.102,0.149,0.15,0.084,0.119,0.126,0.137,0.152,0.183,0.149,0.206,0.116,NA,0.09,NA,0.144,NA,0.144,0.139,0.125,0.117,0.164,0.093,0.092,0.258,0.252,0.117,0.139,0.109,0.109,NA,0.184,-0.099,-0.117
IRE-BLC-32-TC-O-D-GB,0.134,0.24,0.177,0.083,0.261,0.266,0.063,0.142,0.165,0.175,0.182,0.093,0.119,0.139,0.165,0.117,0.096,0.142,0.246,0.215,0.143,0.139,0.17,0.1,NA,0.19,NA,0.154,NA,0.122,0.179,0.103,0.097,0.202,0.131,0.063,0.304,0.29,0.252,0.262,0.14,0.14,NA,0.258,-0.054,-0.084
IRE-BLC-38-Turb-ORG-D-GB-280524,0.071,0.127,0.098,0.075,0.002,0.06,0.094,0.102,0.087,0.059,0.137,0.082,0.103,0.102,0.11,0.054,0.206,0.112,0.068,0.053,0.101,0.037,0.086,0.02,NA,0.094,NA,0.06,NA,0.148,0.32,0.015,0.05,0.052,0.157,0.049,0.238,0.146,0.039,0.015,1.449,0.125,NA,0.114,-0.502,-0.551
IRE-BLC-38-Turb-Tissue-D-GB-280524,0.078,0.131,0.103,0.072,0.01,0.059,0.083,0.09,0.073,0.065,0.141,0.074,0.067,0.099,0.099,0.048,0.204,0.108,0.057,0.056,0.096,0.039,0.084,0.03,NA,0.081,NA,0.069,NA,0.153,0.301,0.026,0.056,0.055,0.1,0.047,0.19,0.118,0.043,0.014,1.467,0.097,NA,0.113,-0.511,-0.564
IRE-BLC-41-TC-ORG-D-GB-210324,0.069,0.154,0.076,0.002,0.02,0.055,0.104,0.094,0.124,0.069,0.214,0.095,-0.052,0.12,0.094,0.053,-0.607,-0.662,0.079,0.087,-0.519,-0.124,0.112,0.039,NA,0.083,NA,0.036,NA,0.123,0.216,0.074,0.077,0.097,0.117,0.062,0.142,0.168,0.097,0.057,0.166,0.166,NA,0.101,-0.489,-0.552
IRE-BLC-41-TC-Tissue-D-GB-210324,0.075,0.139,0.124,-0.037,0.022,0.063,0.091,0.096,0.048,0.075,0.144,0.066,-0.09,0.086,0.081,0.044,-0.621,-0.74,0.041,0.09,-0.585,-0.186,0.08,0.039,NA,0.074,NA,0.067,NA,0.172,0.288,0.043,0.085,0.071,0.09,0.041,0.224,0.13,0.048,0.031,1.215,0.098,NA,0.139,-0.515,-0.541
IRE-BLC-51-TC-ORG-D-GB-280524,0.116,0.18,0.163,0.185,-0.325,-0.259,-0.195,-0.212,0.205,0.136,-0.226,-0.221,-0.43,0.195,-0.203,-0.26,-0.773,-0.835,-0.219,-0.257,-0.257,-0.302,0.215,0.089,NA,-0.22,NA,-0.294,NA,0.218,0.191,0.103,0.085,0.115,0.178,0.151,0.153,0.224,0.144,0.12,0.184,0.184,NA,0.085,-0.342,-0.412
IRE-BLC-51-TC-Tissue-D-GB-280524,0.11,0.178,0.218,0.185,-0.314,-0.25,-0.212,-0.199,0.13,0.132,-0.192,-0.224,-0.435,0.15,-0.21,-0.263,-0.624,-0.704,-0.251,-0.229,-0.229,-0.29,0.146,0.087,NA,-0.226,NA,-0.248,NA,0.224,0.274,0.068,0.091,0.102,0.172,0.113,0.238,0.162,0.104,0.065,1.134,0.171,NA,0.078,-0.453,-0.478
IRE-BMC-266-PT-tissue-D,0.049,0.105,0.02,0.026,-0.004,0.004,0.045,0.03,0.031,0.017,0.105,0.019,0.057,0.085,0.043,-0.001,0.142,0.092,0.02,0.07,0.081,0.022,0.021,-0.006,NA,0.027,NA,0.04,NA,0.142,0.272,-0.001,0.079,0.057,0.073,-0.014,0.124,0.082,0.016,-0.004,0.892,0.079,NA,-0.03,-0.509,-0.551
IRE-BMC-266-T-ORG-D,0.05,0.126,0.019,0.024,-0.011,0.0,0.034,0.029,0.031,0.012,0.104,0.019,0.052,0.071,0.05,-0.011,0.182,0.093,0.017,0.064,0.057,0.026,0.026,-0.004,NA,0.031,NA,0.024,NA,0.143,0.267,-0.0,0.054,0.051,0.092,-0.007,0.123,0.07,0.008,-0.02,0.815,0.079,NA,0.015,-0.512,-0.539
IRE-BMC-266-T-tissue-D,0.051,0.12,0.027,0.021,-0.01,-0.003,0.042,0.018,0.024,0.013,0.098,0.014,0.064,0.08,0.044,-0.004,0.179,0.102,0.018,0.057,0.078,0.011,0.017,-0.012,NA,0.022,NA,0.035,NA,0.151,0.279,0.003,0.054,0.038,0.08,-0.018,0.112,0.082,0.007,-0.007,0.848,0.081,NA,-0.263,-0.512,-0.551
IRE-ENDC-7-T-D-GB,-0.786,0.733,0.15,0.09,0.108,0.12,0.108,0.131,0.098,0.114,0.133,0.091,0.105,0.121,0.156,0.062,0.094,0.113,0.118,0.126,-0.814,-0.803,0.159,0.127,NA,0.075,NA,0.143,NA,-0.77,0.231,0.107,0.127,0.144,0.119,0.079,0.354,0.263,0.112,0.125,0.778,-0.822,NA,-0.755,-0.201,-0.189
IRE-ENDC-7-T-O-D-GB,-0.703,0.771,0.185,0.146,0.125,0.14,0.171,0.199,0.093,0.158,0.203,0.163,0.156,0.163,0.194,0.108,0.186,0.18,0.132,0.186,-0.69,-0.688,0.216,0.129,NA,0.091,NA,0.168,NA,0.012,0.179,0.161,0.108,0.159,0.157,0.093,0.312,0.293,0.165,0.13,0.022,0.022,NA,-0.626,0.018,0.007
IRE-EPC-001-T-D,0.077,0.262,0.117,0.029,0.114,0.171,0.094,0.131,0.074,0.065,0.107,0.092,0.195,0.208,0.078,0.205,0.019,0.117,0.111,0.097,0.045,0.106,0.093,0.056,NA,0.099,NA,0.109,NA,0.179,0.101,0.059,0.121,0.085,0.104,-0.01,0.305,0.194,0.147,0.154,1.203,0.013,NA,0.162,0.706,0.781
IRE-EPC-001-T-O-D,0.144,0.246,0.164,0.111,0.135,0.174,0.149,0.189,0.113,0.12,0.217,0.154,0.195,0.188,0.202,0.155,0.154,0.164,0.151,0.163,0.14,0.157,0.198,0.113,NA,0.113,NA,0.15,NA,0.175,0.151,0.113,0.122,0.136,0.166,0.064,0.263,0.262,0.146,0.151,0.113,0.113,NA,0.221,0.859,0.884
IRE-EPC-004-T-D,0.154,0.219,0.218,-0.071,-0.001,0.271,0.098,0.154,0.14,0.163,0.127,0.159,0.176,0.204,-0.309,0.133,-0.394,0.172,0.161,0.078,0.132,0.131,0.238,0.061,NA,-0.234,NA,0.315,NA,0.041,0.15,0.122,0.129,0.111,0.533,-0.274,0.424,-0.103,0.14,0.164,0.174,0.174,NA,0.212,-0.067,-0.08
IRE-EPC-004-T-O-D,0.131,0.251,0.183,-0.058,0.013,0.324,0.122,0.198,0.129,0.172,0.163,0.196,0.156,0.181,-0.25,0.145,-0.272,0.156,0.165,0.115,0.138,0.166,0.231,0.074,NA,-0.249,NA,0.212,NA,-0.039,0.132,0.075,0.121,0.097,0.475,-0.233,0.404,-0.0,0.104,0.108,0.148,0.148,NA,0.173,-0.109,-0.136
IRE-NMSC-EPC11-CAF-D-001-GB-200324,0.078,0.145,0.097,0.083,0.041,0.081,0.081,0.115,0.111,0.078,0.231,0.094,0.06,0.107,0.072,0.063,0.106,0.075,0.064,0.087,0.105,0.046,0.107,0.052,NA,0.084,NA,0.073,NA,0.128,0.15,0.09,0.044,0.076,0.094,0.03,0.087,0.121,0.08,0.061,0.111,0.111,NA,0.1,-0.521,-0.565
IRE-NMSC-EPC11-T-ORG-D-GB-19724,0.043,0.121,0.058,0.068,-0.012,0.035,0.045,0.09,0.067,0.06,0.099,0.078,0.042,0.085,0.052,0.028,0.084,0.032,0.034,0.021,0.056,0.001,0.074,-0.002,NA,0.043,NA,0.038,NA,0.107,0.136,0.009,0.026,0.036,0.098,0.055,0.005,0.094,0.025,0.004,0.098,0.098,NA,0.023,-0.493,-0.55
IRE-NMSC-EPC11-T-Tissue-D-GB-19724,0.074,0.106,0.073,0.019,-0.124,0.05,-0.026,0.126,0.02,-0.024,0.061,0.011,0.276,0.297,-0.179,0.19,0.076,0.135,-0.089,0.006,0.055,0.143,0.01,-0.008,NA,0.186,NA,0.041,NA,0.088,0.193,0.021,-0.062,0.017,0.231,-0.218,0.062,0.074,0.175,0.169,1.211,0.049,NA,0.036,-0.559,-0.598
IRE-NMSC-EPC12-CAF-D-001-GB-200324,0.086,0.137,0.101,0.095,0.032,0.074,0.093,0.112,0.118,0.097,0.222,0.102,0.065,0.142,0.086,0.046,0.157,0.078,0.058,0.075,0.121,0.053,0.092,0.044,NA,0.094,NA,0.07,NA,0.147,0.178,0.071,0.057,0.089,0.089,0.062,0.093,0.132,0.052,0.039,0.108,0.108,NA,0.102,-0.501,-0.549
IRE-NMSC-EPC12-T-ORG-D-001-GB-210224,0.082,0.163,0.082,0.076,0.007,0.05,0.073,0.09,0.046,0.069,0.133,0.066,0.088,0.134,0.067,0.039,0.293,0.165,0.047,0.089,0.103,0.023,0.063,0.027,NA,0.09,NA,0.078,NA,0.159,0.296,0.03,0.079,0.057,0.111,0.063,0.192,0.125,0.032,0.014,1.527,0.114,NA,0.127,-0.543,-0.533
IRE-NMSC-EPC12-T-Tissue-D-001-GB-210224,0.089,0.166,0.077,0.052,0.017,0.052,0.073,0.073,0.036,0.055,0.329,0.047,0.085,0.156,-0.146,0.261,0.473,0.36,0.044,0.093,0.109,0.038,0.095,0.033,NA,0.056,NA,0.083,NA,-0.015,0.306,0.037,0.095,0.071,0.1,-0.074,0.148,0.147,0.034,0.024,1.519,0.116,NA,0.005,-0.519,-0.533
IRE-NMSC-EPC13-CAF-D-001-GB-200324,0.082,0.147,0.101,0.102,0.037,0.082,0.1,0.122,0.103,0.089,0.228,0.097,0.107,0.151,0.096,0.067,0.12,0.077,0.091,0.097,0.093,0.035,0.105,0.04,NA,0.087,NA,0.068,NA,0.123,0.168,0.067,0.047,0.085,0.086,0.071,0.087,0.124,0.091,0.057,0.099,0.099,NA,0.095,-0.509,-0.54
IRE-NMSC-EPC13-T-ORG-D-001-GB-210224,0.173,0.248,0.048,0.029,-0.011,0.093,0.033,0.044,0.246,0.073,0.107,0.16,0.252,0.311,0.197,0.302,0.203,0.355,-0.016,-0.001,0.058,-0.08,0.027,-0.008,NA,0.127,NA,0.182,NA,0.135,0.263,0.0,0.029,0.033,0.047,-0.102,0.17,0.089,0.003,-0.01,1.38,0.07,NA,0.094,-0.337,-0.337
IRE-NMSC-EPC13-T-Tissue-D-001-GB-210224,0.214,0.28,0.037,-0.003,-0.034,0.137,-0.01,0.004,0.307,0.08,0.095,0.168,0.218,0.247,0.216,0.331,0.19,0.417,-0.004,-0.003,0.03,-0.102,0.003,-0.03,NA,0.109,NA,0.195,NA,0.112,0.248,-0.008,0.031,0.025,0.045,-0.186,0.169,0.093,-0.034,-0.036,1.329,0.053,NA,0.08,-0.245,-0.262
IRE-NMSC-EPC14-T-ORG-D-GB-19724,0.032,0.094,0.072,0.058,-0.01,0.027,0.056,0.069,0.046,0.034,0.099,0.061,0.035,0.062,0.083,0.033,0.065,0.073,0.032,0.062,0.059,0.009,0.035,0.006,NA,0.038,NA,0.031,NA,0.089,0.184,-0.004,0.089,0.018,0.09,0.037,0.043,0.071,0.03,0.007,1.264,0.047,NA,-0.003,-0.55,-0.588
IRE-NMSC-EPC14-T-Tissue-D-GB-19724,0.195,0.202,0.114,0.019,-0.352,0.186,-0.133,0.376,0.063,-0.135,0.001,0.0,0.381,0.353,0.076,0.063,0.154,0.4,-0.326,0.075,0.092,0.061,0.058,0.048,NA,-0.051,NA,0.071,NA,0.004,0.234,0.127,-0.204,0.068,0.095,-0.081,0.092,0.124,0.034,0.021,1.127,0.063,NA,-0.042,-0.546,-0.572
SD-LC-2-10-p10-D,0.024,0.055,0.002,-0.046,-0.004,-0.033,-0.021,-0.047,-0.022,-0.044,0.012,-0.055,0.001,0.039,0.026,-0.07,-0.006,0.05,-0.036,-0.001,-0.004,0.006,0.0,-0.017,NA,-0.052,NA,0.019,NA,0.09,0.149,0.026,0.078,0.072,-0.034,-0.052,0.159,0.115,-0.025,0.068,1.043,0.011,NA,0.169,-0.289,-0.295
SD-LC-2-10-p3-D,0.026,0.063,0.006,-0.038,0.005,-0.023,-0.02,-0.041,-0.011,-0.039,0.012,-0.044,0.018,0.048,0.027,-0.049,0.011,0.045,-0.025,-0.0,0.021,-0.0,0.014,-0.012,NA,-0.036,NA,0.019,NA,0.093,0.126,0.02,0.059,0.048,-0.031,-0.044,0.124,0.11,-0.008,0.056,1.061,0.005,NA,0.081,-0.259,-0.272
SD-LC-2-1T-D,-0.297,0.194,0.432,-0.167,-0.34,0.346,-0.375,-0.18,0.153,-0.378,-0.021,-0.131,0.841,0.137,-0.318,0.137,-0.009,-0.267,-0.322,-0.295,0.127,-0.171,0.131,-0.074,NA,0.107,NA,0.105,NA,0.245,-0.015,0.199,-0.266,0.103,-0.097,-0.314,-0.166,0.048,0.18,0.178,1.082,-0.331,NA,0.273,-0.663,-0.017
